Data;Estados;Categoria de Produtos;Fam°lia de Produtos; Receita ; Valor Devoluá∆o ;Quantidade de venda;Quantidade Devoluá∆o; Custo ; Quantidade de NFs ;Quantidade de Clientes;
05/07/2025;AM;PEÄAS - LINHA PESADA;TURBOALIMENTAÄ«O; R$ 8.089,77 ; R$ -   ;3;0; R$ 6.274,84 ; 3,00 ;3;
05/07/2025;AM;PEÄAS - LINHA PESADA;UNIVERSAL; R$ 3.452,57 ; R$ 228,70 ;44;1; R$ 2.564,08 ; 18,00 ;17;
05/07/2025;AM;PEÄAS - LINHA PESADA;VµLVULAS; R$ 4.718,52 ; R$ 1.096,09 ;11;1; R$ 3.370,31 ; 11,00 ;11;
05/07/2025;AM;PEÄAS - LINHA PESADA;VEDAÄ«O; R$ 463,70 ; R$ -   ;4;0; R$ 328,57 ; 2,00 ;2;
06/07/2025;AM;PEÄAS - LINHA PESADA;ALIMENTAÄ«O; R$ 361,00 ; R$ -   ;1;0; R$ 213,29 ; 1,00 ;1;
06/07/2025;AM;PEÄAS - LINHA PESADA;ARREFECIMENTO; R$ 436,84 ; R$ -   ;4;0; R$ 252,10 ; 4,00 ;4;
06/07/2025;AM;PEÄAS - LINHA PESADA;ELêTRICA; R$ 277,86 ; R$ -   ;2;0; R$ 138,69 ; 2,00 ;2;
06/07/2025;AM;PEÄAS - LINHA PESADA;FREIOS; R$ 307,33 ; R$ -   ;2;0; R$ 240,69 ; 2,00 ;2;
06/07/2025;AM;PEÄAS - LINHA PESADA;ILUMINAÄ«O; R$ 98,76 ; R$ -   ;4;0; R$ 56,60 ; 3,00 ;3;
06/07/2025;AM;PEÄAS - LINHA PESADA;MANGUEIRAS; R$ 121,91 ; R$ -   ;1;0; R$ 60,21 ; 1,00 ;1;
06/07/2025;AM;PEÄAS - LINHA PESADA;MOTOR; R$ 36,60 ; R$ -   ;1;0; R$ 9,58 ; 1,00 ;1;
06/07/2025;AM;PEÄAS - LINHA PESADA;SUSPENS«O; R$ 500,00 ; R$ -   ;1;0; R$ 402,57 ; 1,00 ;1;
06/07/2025;AM;PEÄAS - LINHA PESADA;TRANSMISS«O; R$ 4.743,50 ; R$ -   ;5;0; R$ 3.572,65 ; 5,00 ;4;
06/07/2025;AM;PEÄAS - LINHA PESADA;VµLVULAS; R$ 241,35 ; R$ -   ;1;0; R$ 180,46 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA PESADA;A CLASSIFICAR; R$ 1.528,71 ; R$ -   ;14;0; R$ 1.184,46 ; 8,00 ;7;
07/07/2025;AM;PEÄAS - LINHA PESADA;ACESS‡RIOS; R$ 1.156,63 ; R$ -   ;31;0; R$ 710,10 ; 11,00 ;11;
07/07/2025;AM;PEÄAS - LINHA PESADA;ADMISS«O; R$ 11.211,09 ; R$ 75,00 ;20;6; R$ 8.650,67 ; 8,00 ;8;
07/07/2025;AM;PEÄAS - LINHA PESADA;ARREFECIMENTO; R$ 5.509,70 ; R$ -   ;40;0; R$ 3.797,57 ; 25,00 ;20;
07/07/2025;AM;PEÄAS - LINHA PESADA;µUDIO; R$ 519,20 ; R$ -   ;19;0; R$ 308,37 ; 4,00 ;4;
07/07/2025;AM;PEÄAS - LINHA PESADA;CAMINHAO; R$ 2.490,03 ; R$ -   ;3;0; R$ 2.069,39 ; 2,00 ;2;
07/07/2025;AM;PEÄAS - LINHA PESADA;CARROCERIA; R$ 5.641,96 ; R$ -   ;21;0; R$ 3.930,73 ; 14,00 ;13;
07/07/2025;AM;PEÄAS - LINHA PESADA;CHASSI; R$ 602,16 ; R$ -   ;5;0; R$ 381,18 ; 3,00 ;2;
07/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES DE FIXAÄ«O; R$ 1.277,09 ; R$ -   ;14;0; R$ 948,29 ; 11,00 ;10;
07/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES EXTERNOS; R$ 2.707,69 ; R$ -   ;24;0; R$ 1.761,85 ; 10,00 ;9;
07/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS CABINE; R$ 1.920,36 ; R$ 245,46 ;20;1; R$ 1.234,91 ; 12,00 ;12;
07/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR; R$ 17.724,46 ; R$ 384,83 ;89;6; R$ 13.966,39 ; 40,00 ;32;
07/07/2025;AM;PEÄAS - LINHA PESADA;CONTROLE; R$ 24,42 ; R$ -   ;1;0; R$ 15,69 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA PESADA;DIREÄ«O; R$ 11.194,06 ; R$ 750,00 ;42;1; R$ 8.173,74 ; 24,00 ;21;
07/07/2025;AM;PEÄAS - LINHA PESADA;ELêTRICA; R$ 17.703,34 ; R$ 40,38 ;113;1; R$ 13.474,98 ; 58,00 ;45;
07/07/2025;AM;PEÄAS - LINHA PESADA;EXAUST«O; R$ 142,10 ; R$ -   ;20;0; R$ 95,36 ; 7,00 ;6;
07/07/2025;AM;PEÄAS - LINHA PESADA;FECHAMENTO; R$ 177,90 ; R$ -   ;1;0; R$ 125,81 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA PESADA;FIXAÄ«O; R$ 1.418,29 ; R$ 40,44 ;86;2; R$ 855,02 ; 24,00 ;20;
07/07/2025;AM;PEÄAS - LINHA PESADA;FREIOS; R$ 40.409,94 ; R$ 2.650,67 ;238;8; R$ 30.291,94 ; 67,00 ;46;
07/07/2025;AM;PEÄAS - LINHA PESADA;IGNIÄ«O; R$ 476,80 ; R$ -   ;6;0; R$ 345,17 ; 2,00 ;2;
07/07/2025;AM;PEÄAS - LINHA PESADA;ILUMINAÄ«O; R$ 9.047,50 ; R$ -   ;220;0; R$ 5.901,76 ; 41,00 ;34;
07/07/2025;AM;PEÄAS - LINHA PESADA;INJEÄ«O; R$ 5.617,98 ; R$ 114,80 ;15;2; R$ 3.555,26 ; 14,00 ;13;
07/07/2025;AM;PEÄAS - LINHA PESADA;LUBRIFICAÄ«O; R$ 3.230,94 ; R$ -   ;4;0; R$ 2.051,72 ; 4,00 ;4;
07/07/2025;AM;PEÄAS - LINHA PESADA;MANGUEIRAS; R$ 284,84 ; R$ -   ;4;0; R$ 206,92 ; 2,00 ;2;
07/07/2025;AM;PEÄAS - LINHA PESADA;MONITORAMENTO; R$ 40,00 ; R$ -   ;1;0; R$ 23,03 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA PESADA;MOTOR; R$ 19.342,13 ; R$ 406,98 ;117;3; R$ 13.935,55 ; 45,00 ;38;
07/07/2025;AM;PEÄAS - LINHA PESADA;OUTROS; R$ 158,10 ; R$ -   ;10;0; R$ 162,10 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA PESADA;PARTIDA; R$ 4.992,82 ; R$ 4.773,40 ;4;3; R$ 3.650,83 ; 9,00 ;5;
07/07/2025;AM;PEÄAS - LINHA PESADA;PNEUMµTICO; R$ 930,51 ; R$ 566,18 ;1;1; R$ 647,35 ; 3,00 ;2;
07/07/2025;AM;PEÄAS - LINHA PESADA;REFRIGERACAO; R$ 915,00 ; R$ -   ;1;0; R$ 662,95 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA PESADA;REPARO; R$ 77,97 ; R$ -   ;1;0; R$ 41,74 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA PESADA;ROLAMENTO; R$ 3.729,79 ; R$ -   ;38;0; R$ 2.721,79 ; 15,00 ;13;
07/07/2025;AM;PEÄAS - LINHA PESADA;SENSORES; R$ 1.506,42 ; R$ -   ;6;0; R$ 1.027,99 ; 5,00 ;5;
07/07/2025;AM;PEÄAS - LINHA PESADA;SINALIZAÄ«O VISUAL; R$ 46,50 ; R$ -   ;10;0; R$ 26,50 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA PESADA;SISTEMA DE CABINE; R$ 1.248,50 ; R$ -   ;1;0; R$ 899,09 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA PESADA;SUSPENS«O; R$ 15.836,76 ; R$ 47,40 ;170;1; R$ 11.565,27 ; 49,00 ;38;
07/07/2025;AM;PEÄAS - LINHA PESADA;TRANSMISS«O; R$ 76.595,82 ; R$ 397,96 ;209;5; R$ 64.213,30 ; 97,00 ;73;
07/07/2025;AM;PEÄAS - LINHA PESADA;TURBOALIMENTAÄ«O; R$ 2.408,80 ; R$ 2.370,00 ;1;1; R$ 1.840,23 ; 3,00 ;2;
07/07/2025;AM;PEÄAS - LINHA PESADA;UNIVERSAL; R$ 5.187,66 ; R$ 200,00 ;97;4; R$ 4.192,48 ; 23,00 ;20;
07/07/2025;AM;PEÄAS - LINHA PESADA;VµLVULAS; R$ 4.041,70 ; R$ -   ;14;0; R$ 2.906,62 ; 11,00 ;10;
07/07/2025;AM;PEÄAS - LINHA PESADA;VEDAÄ«O; R$ 58,00 ; R$ -   ;1;0; R$ 48,70 ; 1,00 ;1;
08/07/2025;AM;PEÄAS - LINHA PESADA;A CLASSIFICAR; R$ 1.422,50 ; R$ -   ;12;0; R$ 953,10 ; 9,00 ;8;
08/07/2025;AM;PEÄAS - LINHA PESADA;ACESS‡RIOS; R$ 1.032,38 ; R$ -   ;15;0; R$ 641,54 ; 7,00 ;7;
08/07/2025;AM;PEÄAS - LINHA PESADA;ADMISS«O; R$ 1.373,76 ; R$ -   ;11;0; R$ 1.118,54 ; 3,00 ;3;
08/07/2025;AM;PEÄAS - LINHA PESADA;ALIMENTAÄ«O; R$ 5.841,40 ; R$ -   ;1;0; R$ 4.409,77 ; 1,00 ;1;
08/07/2025;AM;PEÄAS - LINHA PESADA;ARREFECIMENTO; R$ 9.710,15 ; R$ 350,00 ;21;2; R$ 6.626,12 ; 20,00 ;18;
08/07/2025;AM;PEÄAS - LINHA PESADA;µUDIO; R$ 49,85 ; R$ -   ;2;0; R$ 32,47 ; 2,00 ;2;
08/07/2025;AM;PEÄAS - LINHA PESADA;CARROCERIA; R$ 3.789,12 ; R$ -   ;63;0; R$ 2.625,65 ; 16,00 ;13;
08/07/2025;AM;PEÄAS - LINHA PESADA;CHASSI; R$ 2.262,53 ; R$ -   ;10;0; R$ 1.685,42 ; 5,00 ;5;
08/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES DE FIXAÄ«O; R$ 477,30 ; R$ -   ;19;0; R$ 294,90 ; 10,00 ;9;
08/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES EXTERNOS; R$ 6.414,58 ; R$ 1.069,30 ;29;2; R$ 4.189,21 ; 16,00 ;14;
08/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS CABINE; R$ 2.788,92 ; R$ 271,18 ;23;2; R$ 1.887,01 ; 13,00 ;13;
08/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR; R$ 14.555,20 ; R$ 70,91 ;131;1; R$ 11.272,31 ; 42,00 ;30;
08/07/2025;AM;PEÄAS - LINHA PESADA;DIREÄ«O; R$ 6.352,54 ; R$ 1.885,17 ;33;3; R$ 4.459,02 ; 18,00 ;15;
08/07/2025;AM;PEÄAS - LINHA PESADA;ELêTRICA; R$ 9.511,20 ; R$ 467,15 ;80;5; R$ 6.182,00 ; 53,00 ;43;
08/07/2025;AM;PEÄAS - LINHA PESADA;EXAUST«O; R$ 490,74 ; R$ -   ;13;0; R$ 316,31 ; 9,00 ;8;
08/07/2025;AM;PEÄAS - LINHA PESADA;FIXAÄ«O; R$ 3.050,64 ; R$ -   ;208;0; R$ 2.043,67 ; 20,00 ;18;
08/07/2025;AM;PEÄAS - LINHA PESADA;FREIOS; R$ 46.609,94 ; R$ 7.085,08 ;203;7; R$ 35.183,45 ; 71,00 ;51;
08/07/2025;AM;PEÄAS - LINHA PESADA;HIDRµULICO; R$ 1.455,00 ; R$ -   ;1;0; R$ 1.451,98 ; 1,00 ;1;
08/07/2025;AM;PEÄAS - LINHA PESADA;IGNIÄ«O; R$ 486,40 ; R$ 64,28 ;2;1; R$ 369,32 ; 4,00 ;3;
08/07/2025;AM;PEÄAS - LINHA PESADA;ILUMINAÄ«O; R$ 5.624,19 ; R$ -   ;264;0; R$ 3.558,92 ; 44,00 ;36;
08/07/2025;AM;PEÄAS - LINHA PESADA;INJEÄ«O; R$ 6.006,39 ; R$ 142,87 ;17;1; R$ 4.228,41 ; 17,00 ;14;
08/07/2025;AM;PEÄAS - LINHA PESADA;LUBRIFICAÄ«O; R$ 824,21 ; R$ -   ;2;0; R$ 541,11 ; 2,00 ;2;
08/07/2025;AM;PEÄAS - LINHA PESADA;MONITORAMENTO; R$ 327,00 ; R$ -   ;10;0; R$ 224,00 ; 1,00 ;1;
08/07/2025;AM;PEÄAS - LINHA PESADA;MOTOR; R$ 11.557,43 ; R$ 218,60 ;64;2; R$ 8.737,58 ; 32,00 ;30;
08/07/2025;AM;PEÄAS - LINHA PESADA;PARTIDA; R$ 8.662,44 ; R$ -   ;10;0; R$ 6.177,89 ; 10,00 ;9;
08/07/2025;AM;PEÄAS - LINHA PESADA;PNEUMµTICO; R$ 3.552,07 ; R$ 374,50 ;7;2; R$ 2.777,70 ; 9,00 ;9;
08/07/2025;AM;PEÄAS - LINHA PESADA;POLIAS E TENSORES; R$ 152,30 ; R$ -   ;1;0; R$ 109,95 ; 1,00 ;1;
08/07/2025;AM;PEÄAS - LINHA PESADA;REFRIGERACAO; R$ 460,00 ; R$ -   ;1;0; R$ 333,21 ; 1,00 ;1;
08/07/2025;AM;PEÄAS - LINHA PESADA;REPARO; R$ 531,37 ; R$ 268,00 ;5;1; R$ 331,82 ; 6,00 ;6;
08/07/2025;AM;PEÄAS - LINHA PESADA;ROLAMENTO; R$ 1.339,76 ; R$ -   ;17;0; R$ 958,12 ; 8,00 ;8;
08/07/2025;AM;PEÄAS - LINHA PESADA;SENSORES; R$ 1.158,36 ; R$ -   ;5;0; R$ 863,86 ; 5,00 ;3;
08/07/2025;AM;PEÄAS - LINHA PESADA;SINALIZAÄ«O VISUAL; R$ 41,30 ; R$ -   ;10;0; R$ 26,50 ; 1,00 ;1;
08/07/2025;AM;PEÄAS - LINHA PESADA;SUSPENS«O; R$ 19.430,05 ; R$ 1.321,01 ;116;9; R$ 14.001,83 ; 48,00 ;39;
08/07/2025;AM;PEÄAS - LINHA PESADA;TRANSMISS«O; R$ 97.147,18 ; R$ 7.103,62 ;277;11; R$ 73.712,70 ; 117,00 ;75;
08/07/2025;AM;PEÄAS - LINHA PESADA;TURBOALIMENTAÄ«O; R$ 6.010,60 ; R$ -   ;3;0; R$ 4.724,03 ; 3,00 ;3;
08/07/2025;AM;PEÄAS - LINHA PESADA;UNIVERSAL; R$ 6.070,20 ; R$ 279,70 ;113;5; R$ 4.778,52 ; 33,00 ;26;
08/07/2025;AM;PEÄAS - LINHA PESADA;VµLVULAS; R$ 2.545,38 ; R$ 2.381,51 ;18;1; R$ 1.460,35 ; 17,00 ;15;
08/07/2025;AM;PEÄAS - LINHA PESADA;VEDAÄ«O; R$ 94,10 ; R$ -   ;1;0; R$ 65,94 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA PESADA;A CLASSIFICAR; R$ 1.269,76 ; R$ -   ;27;0; R$ 905,02 ; 11,00 ;11;
09/07/2025;AM;PEÄAS - LINHA PESADA;ACESS‡RIOS; R$ 2.619,95 ; R$ -   ;17;0; R$ 1.793,44 ; 5,00 ;5;
09/07/2025;AM;PEÄAS - LINHA PESADA;ADMISS«O; R$ 66,40 ; R$ -   ;4;0; R$ 44,48 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA PESADA;ALIMENTAÄ«O; R$ 361,00 ; R$ -   ;1;0; R$ 213,29 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA PESADA;ARREFECIMENTO; R$ 6.913,66 ; R$ -   ;26;0; R$ 5.140,02 ; 21,00 ;21;
09/07/2025;AM;PEÄAS - LINHA PESADA;µUDIO; R$ 200,02 ; R$ -   ;7;0; R$ 113,61 ; 3,00 ;2;
09/07/2025;AM;PEÄAS - LINHA PESADA;CAMINHAO; R$ 6.140,00 ; R$ -   ;10;0; R$ 4.868,40 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA PESADA;CARROCERIA; R$ 6.246,80 ; R$ -   ;32;0; R$ 4.331,55 ; 17,00 ;15;
09/07/2025;AM;PEÄAS - LINHA PESADA;CHASSI; R$ 343,67 ; R$ -   ;2;0; R$ 232,57 ; 2,00 ;2;
09/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES DE FIXAÄ«O; R$ 341,93 ; R$ -   ;13;0; R$ 263,67 ; 10,00 ;9;
09/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES DE VEDAÄ«O; R$ 16,00 ; R$ -   ;4;0; R$ 10,40 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES EXTERNOS; R$ 3.872,60 ; R$ -   ;16;0; R$ 2.596,37 ; 12,00 ;12;
09/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS CABINE; R$ 5.125,04 ; R$ 374,80 ;43;1; R$ 3.681,91 ; 16,00 ;15;
09/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR; R$ 16.870,40 ; R$ 1.581,00 ;118;5; R$ 13.379,61 ; 34,00 ;26;
09/07/2025;AM;PEÄAS - LINHA PESADA;CONTROLE; R$ 50,88 ; R$ -   ;2;0; R$ 31,38 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA PESADA;DIREÄ«O; R$ 6.488,24 ; R$ 945,76 ;16;2; R$ 4.438,58 ; 15,00 ;13;
09/07/2025;AM;PEÄAS - LINHA PESADA;ELêTRICA; R$ 13.560,06 ; R$ 142,60 ;111;2; R$ 9.258,42 ; 59,00 ;50;
09/07/2025;AM;PEÄAS - LINHA PESADA;ESTRIBO; R$ 480,20 ; R$ -   ;3;0; R$ 323,04 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA PESADA;EXAUST«O; R$ 654,83 ; R$ -   ;15;0; R$ 439,54 ; 5,00 ;5;
09/07/2025;AM;PEÄAS - LINHA PESADA;FERRAMENTAS; R$ 77,22 ; R$ -   ;1;0; R$ 42,03 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA PESADA;FIXAÄ«O; R$ 1.444,80 ; R$ 61,68 ;111;3; R$ 880,32 ; 21,00 ;18;
09/07/2025;AM;PEÄAS - LINHA PESADA;FREIOS; R$ 39.925,12 ; R$ 6.586,62 ;127;7; R$ 29.696,31 ; 54,00 ;48;
09/07/2025;AM;PEÄAS - LINHA PESADA;IGNIÄ«O; R$ 90,90 ; R$ -   ;1;0; R$ 55,68 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA PESADA;ILUMINAÄ«O; R$ 5.954,86 ; R$ 191,40 ;221;2; R$ 3.646,82 ; 45,00 ;37;
09/07/2025;AM;PEÄAS - LINHA PESADA;INJEÄ«O; R$ 2.744,11 ; R$ -   ;11;0; R$ 1.927,76 ; 8,00 ;7;
09/07/2025;AM;PEÄAS - LINHA PESADA;LUBRIFICAÄ«O; R$ 2.120,72 ; R$ -   ;5;0; R$ 1.452,46 ; 5,00 ;5;
09/07/2025;AM;PEÄAS - LINHA PESADA;MANGUEIRAS; R$ 1.409,65 ; R$ -   ;5;0; R$ 1.017,41 ; 5,00 ;5;
09/07/2025;AM;PEÄAS - LINHA PESADA;MONITORAMENTO; R$ 40,00 ; R$ -   ;1;0; R$ 23,03 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA PESADA;MOTOR; R$ 15.226,56 ; R$ 616,90 ;86;11; R$ 11.928,33 ; 39,00 ;33;
09/07/2025;AM;PEÄAS - LINHA PESADA;OUTROS; R$ 2.473,80 ; R$ -   ;155;0; R$ 2.512,55 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA PESADA;PARTIDA; R$ 8.222,74 ; R$ -   ;8;0; R$ 5.944,17 ; 8,00 ;7;
09/07/2025;AM;PEÄAS - LINHA PESADA;PNEUMµTICO; R$ 4.600,69 ; R$ -   ;10;0; R$ 3.273,03 ; 7,00 ;7;
09/07/2025;AM;PEÄAS - LINHA PESADA;REFRIGERACAO; R$ 1.415,15 ; R$ 892,80 ;0;1; R$ 8,94 ; 2,00 ;2;
09/07/2025;AM;PEÄAS - LINHA PESADA;REPARO; R$ 59,60 ; R$ -   ;1;0; R$ 41,74 ; 1,00 ;1;
09/07/2025;AM;PEÄAS - LINHA PESADA;ROLAMENTO; R$ 2.316,98 ; R$ -   ;23;0; R$ 1.722,12 ; 9,00 ;8;
09/07/2025;AM;PEÄAS - LINHA PESADA;SENSORES; R$ 739,33 ; R$ 461,03 ;7;1; R$ 528,04 ; 6,00 ;6;
09/07/2025;AM;PEÄAS - LINHA PESADA;SUSPENS«O; R$ 32.696,92 ; R$ 826,26 ;182;4; R$ 25.632,00 ; 64,00 ;43;
09/07/2025;AM;PEÄAS - LINHA PESADA;TRANSMISS«O; R$ 69.654,30 ; R$ 7.168,56 ;254;9; R$ 52.572,50 ; 113,00 ;83;
09/07/2025;AM;PEÄAS - LINHA PESADA;TURBOALIMENTAÄ«O; R$ 7.833,44 ; R$ 2.547,93 ;4;1; R$ 6.119,40 ; 6,00 ;6;
09/07/2025;AM;PEÄAS - LINHA PESADA;UNIVERSAL; R$ 3.294,73 ; R$ 938,40 ;111;1; R$ 2.428,01 ; 25,00 ;22;
09/07/2025;AM;PEÄAS - LINHA PESADA;VµLVULAS; R$ 4.326,71 ; R$ 237,30 ;19;1; R$ 3.113,22 ; 15,00 ;13;
10/07/2025;AM;PEÄAS - LINHA PESADA;A CLASSIFICAR; R$ 1.952,43 ; R$ 515,20 ;15;2; R$ 978,24 ; 7,00 ;6;
10/07/2025;AM;PEÄAS - LINHA PESADA;ACESS‡RIOS; R$ 1.630,32 ; R$ 138,04 ;47;1; R$ 984,17 ; 11,00 ;10;
10/07/2025;AM;PEÄAS - LINHA PESADA;ADMISS«O; R$ 9.508,74 ; R$ -   ;11;0; R$ 7.709,13 ; 4,00 ;4;
10/07/2025;AM;PEÄAS - LINHA PESADA;ALIMENTAÄ«O; R$ 240,00 ; R$ -   ;2;0; R$ 142,14 ; 1,00 ;1;
10/07/2025;AM;PEÄAS - LINHA PESADA;ARREFECIMENTO; R$ 4.563,46 ; R$ -   ;25;0; R$ 3.070,02 ; 19,00 ;19;
10/07/2025;AM;PEÄAS - LINHA PESADA;µUDIO; R$ 209,36 ; R$ -   ;7;0; R$ 113,64 ; 3,00 ;3;
10/07/2025;AM;PEÄAS - LINHA PESADA;CAMINHAO; R$ 1.594,87 ; R$ -   ;4;0; R$ 1.201,46 ; 2,00 ;2;
10/07/2025;AM;PEÄAS - LINHA PESADA;CARROCERIA; R$ 4.498,72 ; R$ 324,00 ;34;1; R$ 2.990,36 ; 20,00 ;16;
10/07/2025;AM;PEÄAS - LINHA PESADA;CHASSI; R$ 2.385,64 ; R$ -   ;3;0; R$ 1.907,40 ; 3,00 ;2;
10/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES DE FIXAÄ«O; R$ 1.537,90 ; R$ -   ;31;0; R$ 865,32 ; 14,00 ;12;
10/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES EXTERNOS; R$ 4.965,78 ; R$ -   ;13;0; R$ 2.593,45 ; 8,00 ;7;
10/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS CABINE; R$ 5.575,29 ; R$ -   ;29;0; R$ 3.886,23 ; 14,00 ;13;
10/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR; R$ 7.784,94 ; R$ 6.420,74 ;88;8; R$ 5.613,77 ; 38,00 ;33;
10/07/2025;AM;PEÄAS - LINHA PESADA;DIREÄ«O; R$ 7.081,56 ; R$ -   ;25;0; R$ 4.940,60 ; 15,00 ;14;
10/07/2025;AM;PEÄAS - LINHA PESADA;ELêTRICA; R$ 6.289,36 ; R$ 2.306,05 ;63;4; R$ 4.052,75 ; 49,00 ;41;
10/07/2025;AM;PEÄAS - LINHA PESADA;EXAUST«O; R$ 764,87 ; R$ -   ;15;0; R$ 546,91 ; 7,00 ;7;
10/07/2025;AM;PEÄAS - LINHA PESADA;FIXAÄ«O; R$ 2.431,98 ; R$ 147,00 ;152;20; R$ 1.642,66 ; 23,00 ;21;
10/07/2025;AM;PEÄAS - LINHA PESADA;FREIOS; R$ 33.143,15 ; R$ 3.143,52 ;171;4; R$ 25.263,55 ; 63,00 ;46;
10/07/2025;AM;PEÄAS - LINHA PESADA;HIDRµULICO; R$ 491,41 ; R$ -   ;1;0; R$ 365,56 ; 1,00 ;1;
10/07/2025;AM;PEÄAS - LINHA PESADA;IGNIÄ«O; R$ 252,40 ; R$ -   ;3;0; R$ 167,04 ; 3,00 ;3;
10/07/2025;AM;PEÄAS - LINHA PESADA;ILUMINAÄ«O; R$ 10.598,17 ; R$ 505,94 ;455;2; R$ 6.757,88 ; 57,00 ;42;
10/07/2025;AM;PEÄAS - LINHA PESADA;INJEÄ«O; R$ 6.706,16 ; R$ 1.322,00 ;12;1; R$ 5.146,64 ; 11,00 ;8;
10/07/2025;AM;PEÄAS - LINHA PESADA;LUBRIFICAÄ«O; R$ 899,06 ; R$ -   ;2;0; R$ 623,31 ; 2,00 ;2;
10/07/2025;AM;PEÄAS - LINHA PESADA;MANGUEIRAS; R$ 1.345,65 ; R$ -   ;5;0; R$ 946,67 ; 3,00 ;3;
10/07/2025;AM;PEÄAS - LINHA PESADA;MONITORAMENTO; R$ 319,00 ; R$ -   ;10;0; R$ 224,00 ; 1,00 ;1;
10/07/2025;AM;PEÄAS - LINHA PESADA;MOTOR; R$ 2.833,05 ; R$ 4.984,49 ;29;9; R$ 2.241,13 ; 23,00 ;20;
10/07/2025;AM;PEÄAS - LINHA PESADA;PARTIDA; R$ 9.530,22 ; R$ 1.125,40 ;8;1; R$ 6.889,88 ; 10,00 ;8;
10/07/2025;AM;PEÄAS - LINHA PESADA;PNEUMµTICO; R$ 3.356,52 ; R$ 481,38 ;8;2; R$ 2.610,10 ; 9,00 ;7;
10/07/2025;AM;PEÄAS - LINHA PESADA;POLIAS E TENSORES; R$ 300,52 ; R$ -   ;1;0; R$ 170,14 ; 1,00 ;1;
10/07/2025;AM;PEÄAS - LINHA PESADA;REPARO; R$ 681,30 ; R$ -   ;6;0; R$ 364,77 ; 4,00 ;4;
10/07/2025;AM;PEÄAS - LINHA PESADA;ROLAMENTO; R$ 2.286,38 ; R$ -   ;45;0; R$ 1.634,03 ; 12,00 ;11;
10/07/2025;AM;PEÄAS - LINHA PESADA;SENSORES; R$ 2.431,39 ; R$ -   ;7;0; R$ 1.679,45 ; 6,00 ;6;
10/07/2025;AM;PEÄAS - LINHA PESADA;SINALIZAÄ«O VISUAL; R$ 1.850,17 ; R$ -   ;80;0; R$ 1.123,10 ; 5,00 ;5;
10/07/2025;AM;PEÄAS - LINHA PESADA;SUSPENS«O; R$ 18.438,61 ; R$ 786,96 ;106;13; R$ 13.744,54 ; 40,00 ;28;
10/07/2025;AM;PEÄAS - LINHA PESADA;TRANSMISS«O; R$ 93.849,03 ; R$ 7.748,46 ;232;14; R$ 71.290,68 ; 104,00 ;79;
10/07/2025;AM;PEÄAS - LINHA PESADA;TURBOALIMENTAÄ«O; R$ 596,87 ; R$ 2.313,83 ;1;1; R$ 698,58 ; 3,00 ;3;
10/07/2025;AM;PEÄAS - LINHA PESADA;UNIVERSAL; R$ 4.545,78 ; R$ 917,20 ;90;15; R$ 3.502,25 ; 26,00 ;26;
