Data;Estados;Categoria de Produtos;Fam°lia de Produtos; Receita ; Valor Devoluá∆o ;Quantidade de venda;Quantidade Devoluá∆o; Custo ; Quantidade de NFs ;Quantidade de Clientes;
05/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 2.698,51 ; R$ 24,04 ;54;1; R$ 1.566,94 ; 41,00 ;32;
05/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 544,99 ; R$ -   ;8;0; R$ 343,84 ; 8,00 ;8;
05/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 39.096,04 ; R$ 1.151,88 ;476;9; R$ 26.355,33 ; 304,00 ;155;
05/07/2025;AM;PEÄAS - LINHA LEVE;OUTROS; R$ 5.710,50 ; R$ -   ;156;0; R$ 4.031,74 ; 3,00 ;2;
05/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 261,90 ; R$ -   ;3;0; R$ 155,21 ; 3,00 ;3;
05/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 3.098,44 ; R$ 1.366,45 ;23;2; R$ 2.197,25 ; 25,00 ;25;
05/07/2025;AM;PEÄAS - LINHA LEVE;PICKUP/SUV; R$ 402,88 ; R$ -   ;2;0; R$ 217,68 ; 2,00 ;2;
05/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 4.759,68 ; R$ -   ;23;0; R$ 3.588,72 ; 11,00 ;11;
05/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 5.351,61 ; R$ 68,62 ;75;1; R$ 3.469,52 ; 63,00 ;41;
05/07/2025;AM;PEÄAS - LINHA LEVE;REFRIGERACAO; R$ 9.805,73 ; R$ 1.093,34 ;8;2; R$ 6.425,35 ; 11,00 ;11;
05/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 2.124,28 ; R$ -   ;26;0; R$ 1.347,55 ; 17,00 ;17;
05/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 3.645,86 ; R$ -   ;46;0; R$ 2.309,72 ; 36,00 ;31;
05/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 16.029,82 ; R$ 743,83 ;146;9; R$ 9.942,63 ; 153,00 ;73;
05/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 154.913,33 ; R$ 7.393,17 ;1675;63; R$ 95.736,50 ; 777,00 ;274;
05/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 216,93 ; R$ -   ;11;0; R$ 108,81 ; 11,00 ;10;
05/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 133.553,67 ; R$ 9.401,58 ;1047;60; R$ 83.913,20 ; 834,00 ;308;
05/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 969,48 ; R$ 96,02 ;10;1; R$ 637,32 ; 6,00 ;5;
05/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 1.689,96 ; R$ -   ;20;0; R$ 1.126,11 ; 17,00 ;15;
05/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 9.596,24 ; R$ 143,31 ;136;2; R$ 6.203,70 ; 106,00 ;55;
05/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 891,39 ; R$ 20,50 ;50;1; R$ 540,12 ; 21,00 ;18;
06/07/2025;AM;PEÄAS - LINHA LEVE;; R$ 135,00 ; R$ -   ;1;0; R$ 83,73 ; 1,00 ;1;
06/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 512,52 ; R$ -   ;3;0; R$ 297,90 ; 3,00 ;1;
06/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 404,98 ; R$ -   ;4;0; R$ 252,40 ; 4,00 ;4;
06/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 4.684,73 ; R$ -   ;24;0; R$ 2.967,59 ; 24,00 ;8;
06/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 2.365,82 ; R$ -   ;7;0; R$ 1.345,51 ; 7,00 ;4;
06/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 737,12 ; R$ -   ;12;0; R$ 442,87 ; 11,00 ;5;
06/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 1.669,85 ; R$ -   ;12;0; R$ 958,41 ; 10,00 ;4;
06/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 1.447,55 ; R$ 91,08 ;23;2; R$ 828,37 ; 16,00 ;7;
06/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 4.316,82 ; R$ 245,01 ;34;2; R$ 2.549,41 ; 31,00 ;8;
06/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 106,14 ; R$ -   ;3;0; R$ 54,94 ; 3,00 ;2;
06/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 91,24 ; R$ -   ;2;0; R$ 54,33 ; 2,00 ;2;
06/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 1.199,45 ; R$ 111,00 ;13;1; R$ 709,06 ; 10,00 ;4;
06/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 112,63 ; R$ -   ;4;0; R$ 59,53 ; 2,00 ;1;
06/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 1.943,41 ; R$ -   ;35;0; R$ 1.145,32 ; 16,00 ;6;
06/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 1.462,71 ; R$ -   ;54;0; R$ 810,34 ; 32,00 ;5;
06/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 2.478,10 ; R$ -   ;14;0; R$ 1.543,03 ; 9,00 ;7;
06/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 533,49 ; R$ -   ;4;0; R$ 337,49 ; 4,00 ;3;
06/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 102,11 ; R$ 20,00 ;3;1; R$ 53,52 ; 5,00 ;2;
06/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 219,18 ; R$ -   ;3;0; R$ 128,94 ; 3,00 ;2;
06/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 4.820,75 ; R$ 108,97 ;51;2; R$ 3.158,13 ; 37,00 ;13;
06/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 29,01 ; R$ -   ;1;0; R$ 15,94 ; 1,00 ;1;
06/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 497,76 ; R$ -   ;2;0; R$ 295,98 ; 2,00 ;2;
06/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 116,00 ; R$ -   ;2;0; R$ 73,99 ; 2,00 ;2;
06/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 223,16 ; R$ 31,17 ;3;1; R$ 151,92 ; 5,00 ;3;
06/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 32,00 ; R$ -   ;1;0; R$ 16,48 ; 1,00 ;1;
06/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 270,88 ; R$ -   ;2;0; R$ 137,37 ; 2,00 ;1;
06/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 480,92 ; R$ -   ;5;0; R$ 335,98 ; 4,00 ;4;
06/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 2.565,05 ; R$ -   ;13;0; R$ 1.518,21 ; 12,00 ;4;
06/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 10.837,98 ; R$ 485,94 ;113;5; R$ 6.032,12 ; 63,00 ;13;
06/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 39,25 ; R$ -   ;2;0; R$ 19,38 ; 2,00 ;2;
06/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 11.973,63 ; R$ 1.620,67 ;110;5; R$ 6.846,35 ; 100,00 ;17;
06/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 47,72 ; R$ -   ;1;0; R$ 33,95 ; 1,00 ;1;
06/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 102,98 ; R$ -   ;2;0; R$ 61,98 ; 1,00 ;1;
06/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 1.600,13 ; R$ -   ;14;0; R$ 954,26 ; 13,00 ;4;
06/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 164,09 ; R$ -   ;6;0; R$ 95,62 ; 3,00 ;3;
07/07/2025;AM;PEÄAS - LINHA LEVE;; R$ 3.843,96 ; R$ -   ;19;0; R$ 2.543,12 ; 15,00 ;11;
07/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 1.324,19 ; R$ 742,45 ;28;4; R$ 799,34 ; 32,00 ;27;
07/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 6.494,16 ; R$ 627,67 ;60;7; R$ 4.306,41 ; 62,00 ;46;
07/07/2025;AM;PEÄAS - LINHA LEVE;ADMISS«O; R$ 937,48 ; R$ -   ;5;0; R$ 667,41 ; 5,00 ;5;
07/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 24.982,93 ; R$ 1.125,16 ;159;8; R$ 15.868,14 ; 146,00 ;80;
07/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 12.533,86 ; R$ 310,43 ;127;3; R$ 8.169,87 ; 117,00 ;79;
07/07/2025;AM;PEÄAS - LINHA LEVE;BOMBAS DE VµCUO; R$ 2.160,95 ; R$ -   ;2;0; R$ 1.427,59 ; 2,00 ;2;
07/07/2025;AM;PEÄAS - LINHA LEVE;C∂MARA DE AR; R$ 54,22 ; R$ -   ;1;0; R$ 22,05 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 12.343,02 ; R$ 2.169,46 ;110;14; R$ 8.189,20 ; 123,00 ;79;
07/07/2025;AM;PEÄAS - LINHA LEVE;COMANDO DE VµLVULAS; R$ 128,92 ; R$ -   ;1;0; R$ 65,57 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE FIXAÄ«O; R$ 588,55 ; R$ -   ;7;0; R$ 384,45 ; 6,00 ;5;
07/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE VEDAÄ«O; R$ 82,00 ; R$ -   ;1;0; R$ 39,39 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS CABINE; R$ 610,00 ; R$ -   ;2;0; R$ 316,24 ; 2,00 ;2;
07/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 17.979,05 ; R$ 257,07 ;122;2; R$ 11.692,63 ; 118,00 ;86;
07/07/2025;AM;PEÄAS - LINHA LEVE;CONEX«O; R$ 313,50 ; R$ -   ;2;0; R$ 191,82 ; 2,00 ;2;
07/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 27.934,64 ; R$ 1.429,27 ;385;29; R$ 17.486,54 ; 211,00 ;121;
07/07/2025;AM;PEÄAS - LINHA LEVE;DISTRIBUIÄ«O; R$ 4.646,20 ; R$ 726,30 ;6;1; R$ 3.446,63 ; 8,00 ;6;
07/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 41.925,59 ; R$ 4.054,68 ;477;17; R$ 28.010,92 ; 241,00 ;131;
07/07/2025;AM;PEÄAS - LINHA LEVE;ESTRIBO; R$ 80,00 ; R$ -   ;1;0; R$ 46,36 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 8.334,20 ; R$ 495,13 ;87;4; R$ 5.430,92 ; 87,00 ;57;
07/07/2025;AM;PEÄAS - LINHA LEVE;FECHAMENTO; R$ 820,23 ; R$ -   ;7;0; R$ 548,36 ; 5,00 ;5;
07/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 1.923,37 ; R$ 36,00 ;25;1; R$ 1.222,00 ; 24,00 ;18;
07/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 11.714,80 ; R$ 416,58 ;341;3; R$ 7.998,53 ; 120,00 ;81;
07/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 12.112,70 ; R$ 297,64 ;99;2; R$ 8.335,46 ; 73,00 ;54;
07/07/2025;AM;PEÄAS - LINHA LEVE;HIDRµULICO; R$ 595,37 ; R$ -   ;3;0; R$ 432,62 ; 3,00 ;3;
07/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 27.521,77 ; R$ 2.004,16 ;290;13; R$ 17.496,00 ; 196,00 ;102;
07/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 26.089,59 ; R$ 2.166,84 ;598;17; R$ 17.179,87 ; 310,00 ;103;
07/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 23.003,77 ; R$ 965,00 ;168;2; R$ 15.330,88 ; 120,00 ;74;
07/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 10.517,86 ; R$ 392,07 ;53;2; R$ 7.042,15 ; 53,00 ;37;
07/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 4.230,12 ; R$ 138,91 ;62;3; R$ 2.640,11 ; 58,00 ;44;
07/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 749,90 ; R$ -   ;10;0; R$ 424,83 ; 10,00 ;9;
07/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 58.082,77 ; R$ 5.734,24 ;628;28; R$ 39.569,90 ; 425,00 ;200;
07/07/2025;AM;PEÄAS - LINHA LEVE;OUTROS; R$ 20,44 ; R$ -   ;1;0; R$ 15,69 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 190,00 ; R$ -   ;1;0; R$ 123,33 ; 1,00 ;1;
07/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 17.916,48 ; R$ 110,00 ;53;2; R$ 12.359,54 ; 55,00 ;43;
07/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 2.738,13 ; R$ 78,44 ;21;2; R$ 1.774,95 ; 21,00 ;20;
07/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 9.129,01 ; R$ -   ;130;0; R$ 5.997,48 ; 91,00 ;68;
07/07/2025;AM;PEÄAS - LINHA LEVE;REFRIGERACAO; R$ 10.879,28 ; R$ 981,41 ;12;2; R$ 7.300,89 ; 14,00 ;14;
07/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 1.129,35 ; R$ 124,05 ;16;1; R$ 747,62 ; 15,00 ;15;
07/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 795,13 ; R$ -   ;15;0; R$ 414,35 ; 13,00 ;12;
07/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 7.437,15 ; R$ 154,92 ;95;1; R$ 4.746,39 ; 77,00 ;57;
07/07/2025;AM;PEÄAS - LINHA LEVE;SEGURANÄA; R$ 421,29 ; R$ -   ;10;0; R$ 254,40 ; 5,00 ;5;
07/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 22.016,43 ; R$ 718,87 ;181;10; R$ 13.863,64 ; 188,00 ;99;
07/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 229.002,63 ; R$ 9.573,53 ;2112;88; R$ 142.399,31 ; 967,00 ;325;
07/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 311,22 ; R$ -   ;17;0; R$ 164,73 ; 15,00 ;10;
07/07/2025;AM;PEÄAS - LINHA LEVE;TINTAS E REVESTIMENTOS; R$ 394,98 ; R$ -   ;4;0; R$ 268,42 ; 3,00 ;3;
07/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 203.097,89 ; R$ 13.337,47 ;1486;92; R$ 131.364,89 ; 1.107,00 ;391;
07/07/2025;AM;PEÄAS - LINHA LEVE;TUBOS INTERMEDIµRIOS; R$ 333,11 ; R$ -   ;2;0; R$ 198,05 ; 2,00 ;2;
07/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 1.005,68 ; R$ 35,44 ;7;1; R$ 707,33 ; 9,00 ;8;
07/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 2.821,34 ; R$ 58,00 ;37;1; R$ 1.859,69 ; 20,00 ;17;
07/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 14.286,81 ; R$ 800,12 ;189;10; R$ 9.562,25 ; 124,00 ;75;
07/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 2.672,85 ; R$ 64,98 ;157;3; R$ 1.656,66 ; 38,00 ;35;
08/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 6.544,58 ; R$ 568,11 ;56;3; R$ 4.547,24 ; 42,00 ;39;
08/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 6.164,18 ; R$ 276,68 ;65;3; R$ 3.905,57 ; 63,00 ;42;
08/07/2025;AM;PEÄAS - LINHA LEVE;ADMISS«O; R$ 910,87 ; R$ -   ;8;0; R$ 612,88 ; 4,00 ;4;
08/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 22.133,26 ; R$ 500,91 ;128;2; R$ 14.194,81 ; 125,00 ;72;
08/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 18.444,75 ; R$ 959,55 ;114;8; R$ 12.217,35 ; 103,00 ;73;
08/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 9.844,54 ; R$ 1.961,53 ;100;7; R$ 6.349,69 ; 107,00 ;73;
08/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE FIXAÄ«O; R$ 1.246,85 ; R$ -   ;9;0; R$ 733,13 ; 8,00 ;8;
08/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS CABINE; R$ 499,25 ; R$ -   ;2;0; R$ 329,65 ; 2,00 ;2;
08/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 18.977,66 ; R$ 392,05 ;117;2; R$ 12.780,70 ; 113,00 ;81;
08/07/2025;AM;PEÄAS - LINHA LEVE;CONEX«O; R$ 83,60 ; R$ -   ;1;0; R$ 59,16 ; 1,00 ;1;
08/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 21.018,05 ; R$ 1.342,58 ;305;23; R$ 13.113,18 ; 188,00 ;104;
08/07/2025;AM;PEÄAS - LINHA LEVE;DISTRIBUIÄ«O; R$ 2.828,76 ; R$ -   ;5;0; R$ 1.940,58 ; 5,00 ;5;
08/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 39.557,03 ; R$ 2.598,90 ;366;16; R$ 26.390,78 ; 239,00 ;137;
08/07/2025;AM;PEÄAS - LINHA LEVE;ESTRIBO; R$ 239,03 ; R$ -   ;2;0; R$ 166,83 ; 2,00 ;2;
08/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 6.960,61 ; R$ 904,16 ;52;6; R$ 4.447,19 ; 58,00 ;50;
08/07/2025;AM;PEÄAS - LINHA LEVE;FECHAMENTO; R$ 1.301,51 ; R$ -   ;12;0; R$ 852,15 ; 7,00 ;7;
08/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 742,93 ; R$ -   ;16;0; R$ 457,23 ; 13,00 ;13;
08/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 10.938,08 ; R$ 528,27 ;285;7; R$ 7.016,75 ; 109,00 ;60;
08/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 10.606,75 ; R$ 293,00 ;90;2; R$ 6.897,04 ; 82,00 ;50;
08/07/2025;AM;PEÄAS - LINHA LEVE;HIDRµULICO; R$ 260,90 ; R$ -   ;2;0; R$ 174,76 ; 2,00 ;2;
08/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 23.900,42 ; R$ 1.039,30 ;250;6; R$ 14.996,12 ; 167,00 ;91;
08/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 23.333,69 ; R$ 245,59 ;691;9; R$ 14.983,24 ; 293,00 ;111;
08/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 18.124,72 ; R$ 2.095,12 ;127;7; R$ 11.904,10 ; 99,00 ;72;
08/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 7.004,11 ; R$ 723,00 ;49;4; R$ 4.746,02 ; 50,00 ;41;
08/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 6.034,41 ; R$ 54,36 ;96;2; R$ 3.513,87 ; 87,00 ;61;
08/07/2025;AM;PEÄAS - LINHA LEVE;MATERIAIS E ACABAMENTOS; R$ 20,00 ; R$ -   ;1;0; R$ 8,78 ; 1,00 ;1;
08/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 521,02 ; R$ -   ;7;0; R$ 295,89 ; 7,00 ;6;
08/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 49.399,75 ; R$ 4.011,76 ;573;35; R$ 33.606,99 ; 437,00 ;224;
08/07/2025;AM;PEÄAS - LINHA LEVE;OUTROS; R$ 130,95 ; R$ -   ;6;0; R$ 94,14 ; 6,00 ;6;
08/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 173,30 ; R$ -   ;1;0; R$ 123,33 ; 1,00 ;1;
08/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 9.717,59 ; R$ 197,92 ;35;1; R$ 6.173,00 ; 34,00 ;27;
08/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 1.704,76 ; R$ 306,90 ;28;2; R$ 1.151,13 ; 25,00 ;24;
08/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 6.821,63 ; R$ 507,29 ;96;5; R$ 4.391,78 ; 89,00 ;60;
08/07/2025;AM;PEÄAS - LINHA LEVE;REFRIGERACAO; R$ 11.992,78 ; R$ -   ;12;0; R$ 8.338,65 ; 10,00 ;10;
08/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 1.684,95 ; R$ -   ;19;0; R$ 1.163,78 ; 17,00 ;17;
08/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 1.217,95 ; R$ -   ;10;0; R$ 628,68 ; 10,00 ;8;
08/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 7.853,46 ; R$ 888,08 ;82;7; R$ 4.822,25 ; 75,00 ;52;
08/07/2025;AM;PEÄAS - LINHA LEVE;SEGURANÄA; R$ 104,19 ; R$ -   ;2;0; R$ 50,88 ; 2,00 ;2;
08/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 18.172,61 ; R$ 1.859,25 ;172;14; R$ 11.690,39 ; 182,00 ;115;
08/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 214.853,17 ; R$ 12.205,07 ;2098;83; R$ 134.682,54 ; 930,00 ;344;
08/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 712,41 ; R$ -   ;40;0; R$ 409,80 ; 17,00 ;13;
08/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 194.878,88 ; R$ 9.870,36 ;1396;76; R$ 126.184,17 ; 1.034,00 ;387;
08/07/2025;AM;PEÄAS - LINHA LEVE;TUBOS INTERMEDIµRIOS; R$ 505,25 ; R$ -   ;1;0; R$ 374,80 ; 1,00 ;1;
08/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 1.340,09 ; R$ 36,88 ;7;1; R$ 935,50 ; 9,00 ;9;
08/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 1.473,07 ; R$ 580,31 ;34;2; R$ 984,66 ; 23,00 ;19;
08/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 10.408,02 ; R$ 1.401,15 ;136;19; R$ 6.803,09 ; 111,00 ;74;
08/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 3.318,46 ; R$ 118,65 ;51;7; R$ 2.125,97 ; 32,00 ;26;
09/07/2025;AM;PEÄAS - LINHA LEVE;; R$ 3.971,62 ; R$ -   ;20;0; R$ 2.752,67 ; 17,00 ;17;
09/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 8.462,34 ; R$ 486,66 ;56;6; R$ 6.006,58 ; 47,00 ;45;
09/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 6.835,98 ; R$ 775,30 ;73;4; R$ 4.442,60 ; 69,00 ;52;
09/07/2025;AM;PEÄAS - LINHA LEVE;ADMISS«O; R$ 119,50 ; R$ -   ;3;0; R$ 64,77 ; 3,00 ;3;
09/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 19.428,94 ; R$ 1.383,65 ;107;8; R$ 12.736,05 ; 114,00 ;72;
09/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 12.390,51 ; R$ 651,53 ;103;6; R$ 7.751,90 ; 105,00 ;72;
09/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 9.670,39 ; R$ 478,29 ;98;5; R$ 6.225,75 ; 100,00 ;67;
09/07/2025;AM;PEÄAS - LINHA LEVE;COMANDO DE VµLVULAS; R$ 1.142,24 ; R$ -   ;3;0; R$ 686,34 ; 3,00 ;3;
09/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE FIXAÄ«O; R$ 760,20 ; R$ 75,00 ;6;1; R$ 398,60 ; 8,00 ;6;
09/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS CABINE; R$ 588,70 ; R$ -   ;2;0; R$ 388,94 ; 2,00 ;2;
09/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 14.475,09 ; R$ 2.364,70 ;123;8; R$ 9.229,48 ; 130,00 ;99;
09/07/2025;AM;PEÄAS - LINHA LEVE;CONEX«O; R$ 440,59 ; R$ -   ;3;0; R$ 250,98 ; 3,00 ;3;
09/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 28.171,77 ; R$ 4.007,78 ;363;32; R$ 17.467,10 ; 206,00 ;127;
09/07/2025;AM;PEÄAS - LINHA LEVE;DISTRIBUIÄ«O; R$ 2.526,74 ; R$ 1.732,70 ;6;1; R$ 1.420,71 ; 8,00 ;7;
09/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 32.759,19 ; R$ 807,36 ;379;14; R$ 21.994,02 ; 216,00 ;130;
09/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 6.552,56 ; R$ 905,28 ;65;5; R$ 4.275,62 ; 72,00 ;49;
09/07/2025;AM;PEÄAS - LINHA LEVE;FECHAMENTO; R$ 1.894,27 ; R$ -   ;17;0; R$ 1.122,36 ; 13,00 ;11;
